0.000000	0.000000	0.000000	0.681578	-1.687694	2.146663	-0.989934	3.206102	-3.169571	3.992813	-1.413503	3.866020	1.832107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	1.085984	0.017990	-0.571422	-1.719414	0.944673	-1.114192	1.850059	-3.253748	2.880020	-1.311431	2.923171	1.862127	4.219059	1.969790	0.000000	0.000000	0.000000	0.000000
2.000000	1.177554	0.022341	-1.845801	-1.504408	-0.205741	-1.078693	0.290798	-3.269790	1.618327	-1.622060	2.012110	1.573311	2.988960	1.495872	0.000000	0.000000	0.000000	0.000000
3.000000	1.078237	0.027259	-3.374093	-0.826486	-1.544964	-0.696999	-1.471771	-3.168124	0.053781	-1.944096	1.363411	1.028560	2.544230	0.910807	0.000000	0.000000	0.000000	0.000000
4.000000	1.153823	0.135730	-4.486646	0.281120	-3.015385	0.157278	-3.357261	-2.322222	-1.655377	-1.334804	0.368648	1.055278	1.536695	0.372302	0.000000	0.000000	0.000000	0.000000
5.000000	1.079358	0.099035	0.000000	0.000000	-4.071541	0.309518	0.000000	0.000000	-2.590445	-1.232116	-0.510749	1.354476	0.536069	0.563611	0.000000	0.000000	0.000000	0.000000
6.000000	1.161703	1.018971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-2.685272	2.988224	0.330367	2.096540	0.326869	1.007313	0.000000	0.000000	0.000000	0.000000
7.000000	1.151015	1.049501	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.788292	4.734529	1.376168	1.682012	0.424623	1.360908	0.000000	0.000000	0.000000	0.000000
8.000000	1.075479	1.014761	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.810080	3.169902	1.475068	0.578727	0.452777	1.392280	0.000000	0.000000	0.000000	0.000000
9.000000	1.043204	1.005497	0.000000	0.000000	4.097576	-1.405025	0.000000	0.000000	3.965001	0.549639	0.701440	0.089702	0.643791	1.308401	0.000000	0.000000	0.000000	0.000000
10.000000	1.158081	1.085071	-0.026560	-4.213250	0.601239	-2.668211	2.591526	-3.792845	2.439562	-1.678781	-0.111237	0.636350	0.748889	1.599898	0.000000	0.000000	0.000000	0.000000
11.000000	1.594930	1.056056	-4.376006	-0.622496	-2.767673	-0.443718	-2.617670	-2.742985	-1.183341	-1.312284	-0.028192	1.739293	1.156431	1.608394	0.000000	0.000000	0.000000	0.000000
12.000000	1.532757	1.092961	0.000000	0.000000	-2.141958	3.607655	-4.243898	2.409808	-2.253684	1.645705	0.846780	1.981080	1.271840	0.787979	0.000000	0.000000	0.000000	0.000000
13.000000	1.567126	1.069667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.480822	3.990560	1.499396	1.610276	0.605859	0.696752	0.000000	0.000000	0.000000	0.000000
14.000000	1.543864	1.058279	0.000000	0.000000	4.292667	2.427625	0.000000	0.000000	2.745205	3.519426	1.308046	0.675751	-0.095479	1.312254	0.000000	0.000000	0.000000	0.000000
15.000000	1.583350	1.081540	0.000000	0.000000	3.536401	-0.738952	0.000000	0.000000	3.525959	1.070580	0.068968	0.665910	-0.013716	1.706018	0.000000	0.000000	0.000000	0.000000
16.000000	1.576885	0.143951	2.764187	-2.676388	1.817026	-0.927973	4.191441	-0.180652	1.936848	0.838419	-1.053894	0.828454	-1.282189	1.781174	0.000000	0.000000	0.000000	0.000000
17.000000	1.516725	0.149446	1.702995	-2.352447	0.571701	-0.918159	2.653385	0.369006	0.613400	1.074902	-2.533411	0.519188	-2.889653	1.808882	0.000000	0.000000	4.352670	1.769239
18.000000	1.586198	0.100026	-0.180331	-2.365214	-1.248577	-0.569882	1.140966	0.465374	-1.133649	1.011478	-4.166386	0.707187	-4.753941	1.627518	4.233975	1.013264	2.629311	1.780644
19.000000	1.598987	0.143272	-1.566513	-2.157587	-2.640812	-0.795201	-0.567814	0.328613	-2.495222	1.400258	0.000000	0.000000	0.000000	0.000000	2.678665	1.045325	1.035155	1.734162
20.000000	1.551442	0.130628	-3.535420	-1.366565	-4.322982	0.148740	-1.857553	0.804553	-3.708821	2.115774	0.000000	0.000000	0.000000	0.000000	1.569855	0.585082	-0.016352	1.476886
21.000000	2.176856	1.098995	0.000000	0.000000	0.000000	0.000000	-0.749050	3.806865	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.317045	0.872499	0.979319	2.740501
22.000000	2.117605	1.052768	0.000000	0.000000	0.000000	0.000000	2.654272	3.979569	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084624	2.127552	1.880883	2.239244
23.000000	2.030950	1.047952	0.000000	0.000000	0.000000	0.000000	3.656781	1.705259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.708404	2.714315	1.718532	1.467072
24.000000	2.039973	1.080135	0.000000	0.000000	3.060659	-3.312183	2.199785	-0.734065	1.209271	-2.867319	0.000000	0.000000	0.000000	0.000000	1.768345	2.507761	1.032824	0.798509
25.000000	2.081391	1.022784	-0.632449	-3.390035	-2.037907	-2.849428	-0.807501	-0.680198	-2.961230	-1.019175	0.000000	0.000000	0.000000	0.000000	1.642498	1.432556	-0.156948	1.363421
26.000000	2.149741	1.049809	-4.174692	0.007946	-4.420236	1.957356	-2.199985	1.990113	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.924886	1.386271	-0.329037	2.552521
27.000000	2.165117	1.090085	0.000000	0.000000	0.000000	0.000000	0.621115	4.824853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.934600	1.555870	1.648614	3.047830
28.000000	2.157993	1.057466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.489191	1.885755	2.304669	2.342502
29.000000	2.063705	1.084518	0.000000	0.000000	0.000000	0.000000	3.955714	1.397063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.798827	2.651377	1.928232	0.776890
30.000000	2.106813	1.073864	0.000000	0.000000	2.807885	-3.737344	1.815401	-1.199152	0.774663	-3.288979	0.000000	0.000000	0.000000	0.000000	1.811130	1.723313	0.716913	0.283561
